case,stage,metric,unit,value
h96_n8,k1,sm__inst_executed_pipe_tex.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__inst_executed_pipe_tex.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__inst_executed_pipe_tex.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__inst_executed_pipe_uniform.avg.pct_of_peak_sustained_elapsed,%,3.36
h96_n8,k1,sm__inst_executed_pipe_uniform.max.pct_of_peak_sustained_elapsed,%,3.45
h96_n8,k1,sm__inst_executed_pipe_uniform.min.pct_of_peak_sustained_elapsed,%,3.25
h96_n8,k1,sm__inst_executed_pipe_uniform.sum.pct_of_peak_sustained_elapsed,%,3.36
h96_n8,k1,sm__instruction_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__instruction_throughput_internal_activity.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__instruction_throughput_internal_activity.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__instruction_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__issue_active.avg.pct_of_peak_sustained_elapsed,%,73.65
h96_n8,k1,sm__issue_active.max.pct_of_peak_sustained_elapsed,%,75.62
h96_n8,k1,sm__issue_active.min.pct_of_peak_sustained_elapsed,%,71.41
h96_n8,k1,sm__issue_active.sum.pct_of_peak_sustained_elapsed,%,73.65
h96_n8,k1,sm__maximum_warps_avg_per_active_cycle,warp,64
h96_n8,k1,sm__maximum_warps_per_active_cycle_pct,%,100
h96_n8,k1,sm__mem_tensor_cycles_active.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__mem_tensor_cycles_active.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__mem_tensor_cycles_active.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__mem_tensor_cycles_active.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__memory_throughput.avg.pct_of_peak_sustained_elapsed,%,42.41
h96_n8,k1,sm__memory_throughput.max.pct_of_peak_sustained_elapsed,%,43.55
h96_n8,k1,sm__memory_throughput.min.pct_of_peak_sustained_elapsed,%,41.38
h96_n8,k1,sm__memory_throughput.sum.pct_of_peak_sustained_elapsed,%,42.41
h96_n8,k1,sm__memory_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed,%,6.04
h96_n8,k1,sm__memory_throughput_internal_activity.max.pct_of_peak_sustained_elapsed,%,6.20
h96_n8,k1,sm__memory_throughput_internal_activity.min.pct_of_peak_sustained_elapsed,%,5.87
h96_n8,k1,sm__memory_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed,%,6.04
h96_n8,k1,sm__mio2rf_writeback_active.avg.pct_of_peak_sustained_elapsed,%,9.75
h96_n8,k1,sm__mio2rf_writeback_active.max.pct_of_peak_sustained_elapsed,%,10.04
h96_n8,k1,sm__mio2rf_writeback_active.min.pct_of_peak_sustained_elapsed,%,9.48
h96_n8,k1,sm__mio2rf_writeback_active.sum.pct_of_peak_sustained_elapsed,%,9.75
h96_n8,k1,sm__mio_inst_issued.avg.pct_of_peak_sustained_elapsed,%,28.90
h96_n8,k1,sm__mio_inst_issued.max.pct_of_peak_sustained_elapsed,%,29.65
h96_n8,k1,sm__mio_inst_issued.min.pct_of_peak_sustained_elapsed,%,28.08
h96_n8,k1,sm__mio_inst_issued.sum.pct_of_peak_sustained_elapsed,%,28.90
h96_n8,k1,sm__mio_pq_read_cycles_active.avg.pct_of_peak_sustained_elapsed,%,26.03
h96_n8,k1,sm__mio_pq_read_cycles_active.max.pct_of_peak_sustained_elapsed,%,26.74
h96_n8,k1,sm__mio_pq_read_cycles_active.min.pct_of_peak_sustained_elapsed,%,25.38
h96_n8,k1,sm__mio_pq_read_cycles_active.sum.pct_of_peak_sustained_elapsed,%,26.03
h96_n8,k1,sm__mio_pq_write_cycles_active.avg.pct_of_peak_sustained_elapsed,%,26.03
h96_n8,k1,sm__mio_pq_write_cycles_active.max.pct_of_peak_sustained_elapsed,%,26.74
h96_n8,k1,sm__mio_pq_write_cycles_active.min.pct_of_peak_sustained_elapsed,%,25.38
h96_n8,k1,sm__mio_pq_write_cycles_active.sum.pct_of_peak_sustained_elapsed,%,26.03
h96_n8,k1,sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_elapsed,%,42.35
h96_n8,k1,sm__pipe_alu_cycles_active.max.pct_of_peak_sustained_elapsed,%,43.48
h96_n8,k1,sm__pipe_alu_cycles_active.min.pct_of_peak_sustained_elapsed,%,40.93
h96_n8,k1,sm__pipe_alu_cycles_active.sum.pct_of_peak_sustained_elapsed,%,42.35
h96_n8,k1,sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_elapsed,%,27.38
h96_n8,k1,sm__pipe_fma_cycles_active.max.pct_of_peak_sustained_elapsed,%,28.19
h96_n8,k1,sm__pipe_fma_cycles_active.min.pct_of_peak_sustained_elapsed,%,26.55
h96_n8,k1,sm__pipe_fma_cycles_active.sum.pct_of_peak_sustained_elapsed,%,27.38
h96_n8,k1,sm__pipe_fmaheavy_cycles_active.avg.pct_of_peak_sustained_elapsed,%,26.92
h96_n8,k1,sm__pipe_fmaheavy_cycles_active.max.pct_of_peak_sustained_elapsed,%,27.73
h96_n8,k1,sm__pipe_fmaheavy_cycles_active.min.pct_of_peak_sustained_elapsed,%,26.04
h96_n8,k1,sm__pipe_fmaheavy_cycles_active.sum.pct_of_peak_sustained_elapsed,%,26.92
h96_n8,k1,sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__pipe_fp64_cycles_active.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__pipe_fp64_cycles_active.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__pipe_fp64_cycles_active.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__pipe_tc_cycles_active.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__pipe_tc_cycles_active.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__pipe_tc_cycles_active.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__pipe_tc_cycles_active.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k1,sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_elapsed,%,5.91
h96_n8,k1,sm__pipe_tensor_cycles_active.max.pct_of_peak_sustained_elapsed,%,6.06
h96_n8,k1,sm__pipe_tensor_cycles_active.min.pct_of_peak_sustained_elapsed,%,5.74
h96_n8,k1,sm__pipe_tensor_cycles_active.sum.pct_of_peak_sustained_elapsed,%,5.91
h96_n8,k1,sm__pipe_tma_cycles_active.avg.pct_of_peak_sustained_elapsed,%,8.19
h96_n8,k1,sm__pipe_tma_cycles_active.max.pct_of_peak_sustained_elapsed,%,8.38
h96_n8,k1,sm__pipe_tma_cycles_active.min.pct_of_peak_sustained_elapsed,%,7.99
h96_n8,k1,sm__pipe_tma_cycles_active.sum.pct_of_peak_sustained_elapsed,%,8.19
h96_n8,k1,sm__pipe_xu_cycles_active.avg.pct_of_peak_sustained_elapsed,%,27.65
h96_n8,k1,sm__pipe_xu_cycles_active.max.pct_of_peak_sustained_elapsed,%,28.39
h96_n8,k1,sm__pipe_xu_cycles_active.min.pct_of_peak_sustained_elapsed,%,26.89
h96_n8,k1,sm__pipe_xu_cycles_active.sum.pct_of_peak_sustained_elapsed,%,27.65
h96_n8,k1,smsp__maximum_warps_avg_per_active_cycle,warp,16
h96_n8,k2,c2clink__enabled_mask,,0
h96_n8,k2,c2clink__present,,0
h96_n8,k2,derived__local_spilling_requests,,0
h96_n8,k2,derived__local_spilling_requests_pct,%,no data
h96_n8,k2,device__attribute_architecture,,416
h96_n8,k2,device__attribute_async_engine_count,,4
h96_n8,k2,device__attribute_can_flush_remote_writes,,0
h96_n8,k2,device__attribute_can_map_host_memory,,1
h96_n8,k2,device__attribute_can_tex2d_gather,,1
h96_n8,k2,device__attribute_can_use_64_bit_stream_mem_ops,,1
h96_n8,k2,device__attribute_can_use_64_bit_stream_mem_ops_v1,,0
h96_n8,k2,device__attribute_can_use_host_pointer_for_registered_mem,,1
h96_n8,k2,device__attribute_can_use_stream_mem_ops_v1,,0
h96_n8,k2,device__attribute_can_use_stream_wait_value_nor,,1
h96_n8,k2,device__attribute_can_use_stream_wait_value_nor_v1,,0
h96_n8,k2,device__attribute_chip,,419
h96_n8,k2,device__attribute_clock_rate,,2032000
h96_n8,k2,device__attribute_cluster_launch,,1
h96_n8,k2,device__attribute_compute_capability_major,,10
h96_n8,k2,device__attribute_compute_capability_minor,,3
h96_n8,k2,device__attribute_compute_mode,,0
h96_n8,k2,device__attribute_compute_preemption_supported,,1
h96_n8,k2,device__attribute_concurrent_kernels,,1
h96_n8,k2,device__attribute_concurrent_managed_access,,1
h96_n8,k2,device__attribute_confidential_computing_mode,,No-CC
h96_n8,k2,device__attribute_cooperative_launch,,1
h96_n8,k2,device__attribute_cooperative_multi_device_launch,,1
h96_n8,k2,device__attribute_deferred_mapping_cuda_array_supported,,1
h96_n8,k2,device__attribute_device_index,,0
h96_n8,k2,device__attribute_direct_managed_mem_access_from_host,,0
h96_n8,k2,device__attribute_display_name,,NVIDIA B300 SXM6 AC
h96_n8,k2,device__attribute_dma_buf_supported,,1
h96_n8,k2,device__attribute_ecc_enabled,,1
h96_n8,k2,device__attribute_fb_bus_width,,7680
h96_n8,k2,device__attribute_fbp_count,,16
h96_n8,k2,device__attribute_generic_compression_supported,,1
h96_n8,k2,device__attribute_global_l1_cache_supported,,1
h96_n8,k2,device__attribute_global_memory_bus_width,,7680
h96_n8,k2,device__attribute_gpu_direct_rdma_flush_writes_options,,1
h96_n8,k2,device__attribute_gpu_direct_rdma_supported,,1
h96_n8,k2,device__attribute_gpu_direct_rdma_with_cuda_vmm_supported,,1
h96_n8,k2,device__attribute_gpu_direct_rdma_writes_ordering,,100
h96_n8,k2,device__attribute_gpu_overlap,,1
h96_n8,k2,device__attribute_gpu_pci_device_id,,830607582
h96_n8,k2,device__attribute_gpu_pci_ext_device_id,,12674
h96_n8,k2,device__attribute_gpu_pci_ext_downstream_link_rate,,16000
h96_n8,k2,device__attribute_gpu_pci_ext_downstream_link_width,,32
h96_n8,k2,device__attribute_gpu_pci_ext_gen,,5
h96_n8,k2,device__attribute_gpu_pci_ext_gpu_gen,,5
h96_n8,k2,device__attribute_gpu_pci_ext_gpu_link_rate,,64000
h96_n8,k2,device__attribute_gpu_pci_ext_gpu_link_width,,16
h96_n8,k2,device__attribute_gpu_pci_revision_id,,161
h96_n8,k2,device__attribute_gpu_pci_sub_system_id,,551948510
h96_n8,k2,device__attribute_handle_type_fabric_supported,,1
h96_n8,k2,device__attribute_handle_type_posix_file_descriptor_supported,,1
h96_n8,k2,device__attribute_handle_type_win32_handle_supported,,0
h96_n8,k2,device__attribute_handle_type_win32_kmt_handle_supported,,0
h96_n8,k2,device__attribute_host_native_atomic_supported,,0
h96_n8,k2,device__attribute_host_numa_id,,0
h96_n8,k2,device__attribute_host_register_supported,,1
h96_n8,k2,device__attribute_implementation,,419
h96_n8,k2,device__attribute_integrated,,0
h96_n8,k2,device__attribute_ipc_event_supported,,1
h96_n8,k2,device__attribute_kernel_exec_timeout,,0
h96_n8,k2,device__attribute_l2_cache_size,,132644864
h96_n8,k2,device__attribute_l2s_count,,192
h96_n8,k2,device__attribute_limits_max_cta_per_sm,,32
h96_n8,k2,device__attribute_limits_num_tpcs,,74
h96_n8,k2,device__attribute_local_l1_cache_supported,,1
h96_n8,k2,device__attribute_managed_memory,,1
h96_n8,k2,device__attribute_max_access_policy_window_size,,134217728
h96_n8,k2,device__attribute_max_block_dim_x,,1024
h96_n8,k2,device__attribute_max_block_dim_y,,1024
h96_n8,k2,device__attribute_max_block_dim_z,,64
h96_n8,k2,device__attribute_max_blocks_per_multiprocessor,,32
h96_n8,k2,device__attribute_max_gpu_frequency_khz,,2032000
h96_n8,k2,device__attribute_max_grid_dim_x,,2147483647
h96_n8,k2,device__attribute_max_grid_dim_y,,65535
h96_n8,k2,device__attribute_max_grid_dim_z,,65535
h96_n8,k2,device__attribute_max_ipc_per_multiprocessor,,4
h96_n8,k2,device__attribute_max_ipc_per_scheduler,,1
h96_n8,k2,device__attribute_max_mem_frequency_khz,,3996000
h96_n8,k2,device__attribute_max_persisting_l2_cache_size,,82903040
h96_n8,k2,device__attribute_max_pitch,,2147483647
h96_n8,k2,device__attribute_max_registers_per_block,,65536
h96_n8,k2,device__attribute_max_registers_per_multiprocessor,,65536
h96_n8,k2,device__attribute_max_registers_per_thread,,255
h96_n8,k2,device__attribute_max_shared_memory_per_block,,49152
h96_n8,k2,device__attribute_max_shared_memory_per_block_optin,,232448
h96_n8,k2,device__attribute_max_shared_memory_per_multiprocessor,,233472
h96_n8,k2,device__attribute_max_threads_per_block,,1024
h96_n8,k2,device__attribute_max_threads_per_multiprocessor,,2048
h96_n8,k2,device__attribute_max_warps_per_multiprocessor,,64
h96_n8,k2,device__attribute_max_warps_per_scheduler,,16
h96_n8,k2,device__attribute_maximum_surface1d_layered_layers,,2048
h96_n8,k2,device__attribute_maximum_surface1d_layered_width,,32768
h96_n8,k2,device__attribute_maximum_surface1d_width,,32768
h96_n8,k2,device__attribute_maximum_surface2d_height,,65536
h96_n8,k2,device__attribute_maximum_surface2d_layered_height,,32768
h96_n8,k2,device__attribute_maximum_surface2d_layered_layers,,2048
h96_n8,k2,device__attribute_maximum_surface2d_layered_width,,32768
h96_n8,k2,device__attribute_maximum_surface2d_width,,131072
h96_n8,k2,device__attribute_maximum_surface3d_depth,,16384
h96_n8,k2,device__attribute_maximum_surface3d_height,,16384
h96_n8,k2,device__attribute_maximum_surface3d_width,,16384
h96_n8,k2,device__attribute_maximum_surfacecubemap_layered_layers,,2046
h96_n8,k2,device__attribute_maximum_surfacecubemap_layered_width,,32768
h96_n8,k2,device__attribute_maximum_surfacecubemap_width,,32768
h96_n8,k2,device__attribute_maximum_texture1d_layered_layers,,2048
h96_n8,k2,device__attribute_maximum_texture1d_layered_width,,32768
h96_n8,k2,device__attribute_maximum_texture1d_linear_width,,268435456
h96_n8,k2,device__attribute_maximum_texture1d_mipmapped_width,,32768
h96_n8,k2,device__attribute_maximum_texture1d_width,,131072
h96_n8,k2,device__attribute_maximum_texture2d_gather_height,,32768
h96_n8,k2,device__attribute_maximum_texture2d_gather_width,,32768
h96_n8,k2,device__attribute_maximum_texture2d_height,,65536
h96_n8,k2,device__attribute_maximum_texture2d_layered_height,,32768
h96_n8,k2,device__attribute_maximum_texture2d_layered_layers,,2048
h96_n8,k2,device__attribute_maximum_texture2d_layered_width,,32768
h96_n8,k2,device__attribute_maximum_texture2d_linear_height,,65000
h96_n8,k2,device__attribute_maximum_texture2d_linear_pitch,,2097120
h96_n8,k2,device__attribute_maximum_texture2d_linear_width,,131072
h96_n8,k2,device__attribute_maximum_texture2d_mipmapped_height,,32768
h96_n8,k2,device__attribute_maximum_texture2d_mipmapped_width,,32768
h96_n8,k2,device__attribute_maximum_texture2d_width,,131072
h96_n8,k2,device__attribute_maximum_texture3d_depth,,16384
h96_n8,k2,device__attribute_maximum_texture3d_depth_alternate,,32768
h96_n8,k2,device__attribute_maximum_texture3d_height,,16384
h96_n8,k2,device__attribute_maximum_texture3d_height_alternate,,8192
h96_n8,k2,device__attribute_maximum_texture3d_width,,16384
h96_n8,k2,device__attribute_maximum_texture3d_width_alternate,,8192
h96_n8,k2,device__attribute_maximum_texturecubemap_layered_layers,,2046
h96_n8,k2,device__attribute_maximum_texturecubemap_layered_width,,32768
h96_n8,k2,device__attribute_maximum_texturecubemap_width,,32768
h96_n8,k2,device__attribute_mem_sync_domain_count,,4
h96_n8,k2,device__attribute_memory_clock_rate,,3996000
h96_n8,k2,device__attribute_memory_pools_supported,,1
h96_n8,k2,device__attribute_mempool_supported_handle_types,,9
h96_n8,k2,device__attribute_mps_enabled,,0
h96_n8,k2,device__attribute_multi_gpu_board,,0
h96_n8,k2,device__attribute_multi_gpu_board_group_id,,0
h96_n8,k2,device__attribute_multicast_supported,,1
h96_n8,k2,device__attribute_multiprocessor_count,,148
h96_n8,k2,device__attribute_num_l2s_per_fbp,,12
h96_n8,k2,device__attribute_num_schedulers_per_multiprocessor,,4
h96_n8,k2,device__attribute_num_tex_per_multiprocessor,,1
h96_n8,k2,device__attribute_numa_config,,0
h96_n8,k2,device__attribute_pageable_memory_access,,1
h96_n8,k2,device__attribute_pageable_memory_access_uses_host_page_tables,,0
h96_n8,k2,device__attribute_pci_bus_id,,6
h96_n8,k2,device__attribute_pci_device_id,,0
h96_n8,k2,device__attribute_pci_domain_id,,0
h96_n8,k2,device__attribute_ram_location,,1
h96_n8,k2,device__attribute_ram_type,,0
h96_n8,k2,device__attribute_reserved_shared_memory_per_block,,1024
h96_n8,k2,device__attribute_sass_level,,10
h96_n8,k2,device__attribute_single_to_double_precision_perf_ratio,,64
h96_n8,k2,device__attribute_sparse_cuda_array_supported,,1
h96_n8,k2,device__attribute_stream_priorities_supported,,1
h96_n8,k2,device__attribute_surface_alignment,,512
h96_n8,k2,device__attribute_tcc_driver,,0
h96_n8,k2,device__attribute_tensor_map_access_supported,,1
h96_n8,k2,device__attribute_texture_alignment,,512
h96_n8,k2,device__attribute_texture_pitch_alignment,,32
h96_n8,k2,device__attribute_total_constant_memory,,65536
h96_n8,k2,device__attribute_total_memory,,287428640768
h96_n8,k2,device__attribute_unified_addressing,,1
h96_n8,k2,device__attribute_unified_function_pointers,,1
h96_n8,k2,device__attribute_virtual_address_management_supported,,1
h96_n8,k2,device__attribute_warp_size,,32
h96_n8,k2,dram__bytes.avg.per_second,byte/s,25182811126.02
h96_n8,k2,dram__bytes.max.per_second,byte/s,26893136483.55
h96_n8,k2,dram__bytes.min.per_second,byte/s,13366409034.11
h96_n8,k2,dram__bytes.sum.per_second,byte/s,1611699912065.53
h96_n8,k2,gpc__cycles_elapsed.avg.per_second,hz,1088132788.27
h96_n8,k2,gpc__cycles_elapsed.max.per_second,hz,1090552251.59
h96_n8,k2,gpc__cycles_elapsed.min.per_second,hz,1082885465.36
h96_n8,k2,gpc__cycles_elapsed.sum.per_second,hz,8705062306.20
h96_n8,k2,gpu__compute_memory_access_throughput.avg.pct_of_peak_sustained_elapsed,%,69.63
h96_n8,k2,gpu__compute_memory_access_throughput.max.pct_of_peak_sustained_elapsed,%,80.16
h96_n8,k2,gpu__compute_memory_access_throughput.min.pct_of_peak_sustained_elapsed,%,66.87
h96_n8,k2,gpu__compute_memory_access_throughput.sum.pct_of_peak_sustained_elapsed,%,69.63
h96_n8,k2,gpu__compute_memory_request_throughput.avg.pct_of_peak_sustained_elapsed,%,48.51
h96_n8,k2,gpu__compute_memory_request_throughput.max.pct_of_peak_sustained_elapsed,%,56.09
h96_n8,k2,gpu__compute_memory_request_throughput.min.pct_of_peak_sustained_elapsed,%,46.75
h96_n8,k2,gpu__compute_memory_request_throughput.sum.pct_of_peak_sustained_elapsed,%,48.51
h96_n8,k2,gpu__time_duration.avg,ns,691424
h96_n8,k2,gpu__time_duration.max,ns,691424
h96_n8,k2,gpu__time_duration.min,ns,691424
h96_n8,k2,gpu__time_duration.sum,ns,691424
h96_n8,k2,idc__request_cycles_active.avg.pct_of_peak_sustained_elapsed,%,0.02
h96_n8,k2,idc__request_cycles_active.max.pct_of_peak_sustained_elapsed,%,0.02
h96_n8,k2,idc__request_cycles_active.min.pct_of_peak_sustained_elapsed,%,0.02
h96_n8,k2,idc__request_cycles_active.sum.pct_of_peak_sustained_elapsed,%,0.02
h96_n8,k2,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.avg,,18866.23
h96_n8,k2,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.max,,22305
h96_n8,k2,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.min,,17317
h96_n8,k2,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum,,2792202
h96_n8,k2,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.avg,,38024.80
h96_n8,k2,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.max,,42760
h96_n8,k2,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.min,,35292
h96_n8,k2,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.sum,,5627671
h96_n8,k2,l1tex__data_bank_reads.avg.pct_of_peak_sustained_elapsed,%,22.33
h96_n8,k2,l1tex__data_bank_reads.max.pct_of_peak_sustained_elapsed,%,25.82
h96_n8,k2,l1tex__data_bank_reads.min.pct_of_peak_sustained_elapsed,%,21.52
h96_n8,k2,l1tex__data_bank_reads.sum.pct_of_peak_sustained_elapsed,%,22.33
h96_n8,k2,l1tex__data_bank_writes.avg.pct_of_peak_sustained_elapsed,%,9.54
h96_n8,k2,l1tex__data_bank_writes.max.pct_of_peak_sustained_elapsed,%,11.03
h96_n8,k2,l1tex__data_bank_writes.min.pct_of_peak_sustained_elapsed,%,9.19
h96_n8,k2,l1tex__data_bank_writes.sum.pct_of_peak_sustained_elapsed,%,9.54
h96_n8,k2,l1tex__data_pipe_lsu_wavefronts.avg,,524434
h96_n8,k2,l1tex__data_pipe_lsu_wavefronts.avg.pct_of_peak_sustained_elapsed,%,69.63
h96_n8,k2,l1tex__data_pipe_lsu_wavefronts.max,,603793
h96_n8,k2,l1tex__data_pipe_lsu_wavefronts.max.pct_of_peak_sustained_elapsed,%,80.16
h96_n8,k2,l1tex__data_pipe_lsu_wavefronts.min,,503681
h96_n8,k2,l1tex__data_pipe_lsu_wavefronts.min.pct_of_peak_sustained_elapsed,%,66.87
h96_n8,k2,l1tex__data_pipe_lsu_wavefronts.sum,,77616232
h96_n8,k2,l1tex__data_pipe_lsu_wavefronts.sum.pct_of_peak_sustained_elapsed,%,69.63
h96_n8,k2,l1tex__data_pipe_lsu_wavefronts_mem_shared.avg,,521860.28
h96_n8,k2,l1tex__data_pipe_lsu_wavefronts_mem_shared.max,,602185
h96_n8,k2,l1tex__data_pipe_lsu_wavefronts_mem_shared.min,,501179
h96_n8,k2,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,,77235322
h96_n8,k2,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.avg,,361601.80
h96_n8,k2,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.max,,418593
h96_n8,k2,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.min,,347557
h96_n8,k2,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum,,53517066
h96_n8,k2,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.avg,,133675.22
h96_n8,k2,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.max,,152825
h96_n8,k2,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.min,,127450
h96_n8,k2,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum,,19783932
h96_n8,k2,l1tex__data_pipe_tc_wavefronts.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,l1tex__data_pipe_tc_wavefronts.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,l1tex__data_pipe_tc_wavefronts.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,l1tex__data_pipe_tc_wavefronts.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,l1tex__data_pipe_tex_wavefronts.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,l1tex__data_pipe_tex_wavefronts.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,l1tex__data_pipe_tex_wavefronts.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,l1tex__data_pipe_tex_wavefronts.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,l1tex__f_wavefronts.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,l1tex__f_wavefronts.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,l1tex__f_wavefronts.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,l1tex__f_wavefronts.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,l1tex__lsu_writeback_active.avg.pct_of_peak_sustained_elapsed,%,48.51
h96_n8,k2,l1tex__lsu_writeback_active.max.pct_of_peak_sustained_elapsed,%,56.09
h96_n8,k2,l1tex__lsu_writeback_active.min.pct_of_peak_sustained_elapsed,%,46.75
h96_n8,k2,l1tex__lsu_writeback_active.sum.pct_of_peak_sustained_elapsed,%,48.51
h96_n8,k2,l1tex__lsuin_requests.avg.pct_of_peak_sustained_elapsed,%,20.31
h96_n8,k2,l1tex__lsuin_requests.max.pct_of_peak_sustained_elapsed,%,23.48
h96_n8,k2,l1tex__lsuin_requests.min.pct_of_peak_sustained_elapsed,%,19.56
h96_n8,k2,l1tex__lsuin_requests.sum.pct_of_peak_sustained_elapsed,%,20.31
h96_n8,k2,l1tex__m_l1tex2xbar_req_cycles_active.avg.pct_of_peak_sustained_elapsed,%,43.17
h96_n8,k2,l1tex__m_l1tex2xbar_req_cycles_active.max.pct_of_peak_sustained_elapsed,%,49.91
h96_n8,k2,l1tex__m_l1tex2xbar_req_cycles_active.min.pct_of_peak_sustained_elapsed,%,41.59
h96_n8,k2,l1tex__m_l1tex2xbar_req_cycles_active.sum.pct_of_peak_sustained_elapsed,%,43.17
h96_n8,k2,l1tex__m_xbar2l1tex_read_sectors.avg.pct_of_peak_sustained_elapsed,%,12.54
h96_n8,k2,l1tex__m_xbar2l1tex_read_sectors.max.pct_of_peak_sustained_elapsed,%,14.50
h96_n8,k2,l1tex__m_xbar2l1tex_read_sectors.min.pct_of_peak_sustained_elapsed,%,12.09
h96_n8,k2,l1tex__m_xbar2l1tex_read_sectors.sum.pct_of_peak_sustained_elapsed,%,12.54
h96_n8,k2,l1tex__m_xbar2l1tex_read_sectors_mem_dshared.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,l1tex__m_xbar2l1tex_read_sectors_mem_dshared.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,l1tex__m_xbar2l1tex_read_sectors_mem_dshared.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,l1tex__m_xbar2l1tex_read_sectors_mem_dshared.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,l1tex__t_sector_hit_rate.pct,%,0
h96_n8,k2,l1tex__tex_writeback_active.avg.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,l1tex__tex_writeback_active.max.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,l1tex__tex_writeback_active.min.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,l1tex__tex_writeback_active.sum.pct_of_peak_sustained_elapsed,%,0
h96_n8,k2,l1tex__texin_sm2tex_req_cycles_active.avg.pct_of_peak_sustained_elapsed,%,0.07
h96_n8,k2,l1tex__texin_sm2tex_req_cycles_active.max.pct_of_peak_sustained_elapsed,%,0.08
h96_n8,k2,l1tex__texin_sm2tex_req_cycles_active.min.pct_of_peak_sustained_elapsed,%,0.06
h96_n8,k2,l1tex__texin_sm2tex_req_cycles_active.sum.pct_of_peak_sustained_elapsed,%,0.07
h96_n8,k2,l1tex__tmain_requests.avg.pct_of_peak_sustained_elapsed,%,3.86
h96_n8,k2,l1tex__tmain_requests.max.pct_of_peak_sustained_elapsed,%,4.46
h96_n8,k2,l1tex__tmain_requests.min.pct_of_peak_sustained_elapsed,%,3.72
h96_n8,k2,l1tex__tmain_requests.sum.pct_of_peak_sustained_elapsed,%,3.86
h96_n8,k2,launch__barrier_count,,9
